id;number_of_check_ins
2022_7_21_4;2.9
2022_7_21_5;16.2
2022_7_21_6;68
2022_7_21_7;143.3
2022_7_21_8;178.1
2022_7_21_9;121.1
2022_7_21_10;101.4
2022_7_21_11;108.8
2022_7_21_12;123.5
2022_7_21_13;127.40000000000002
2022_7_21_14;136.6
2022_7_21_15;153.4
2022_7_21_16;184.6
2022_7_21_17;220.9
2022_7_21_18;148.7
2022_7_21_19;90.9
2022_7_21_20;70.6
2022_7_21_21;66.19999999999999
2022_7_21_22;56.5
2022_7_21_23;46.7
2022_7_22_0;19.3
2022_7_22_1;6.7
2022_7_22_2;2.7
2022_7_22_3;2.1
2022_7_22_4;3.4
2022_7_22_5;15.7
2022_7_22_6;55.9
2022_7_22_7;100
2022_7_22_8;123.5
2022_7_22_9;107
2022_7_22_10;103.9
2022_7_22_11;117.5
2022_7_22_12;135.5
2022_7_22_13;140.8
2022_7_22_14;146
2022_7_22_15;159
2022_7_22_16;172.5
2022_7_22_17;183.5
2022_7_22_18;151
2022_7_22_19;106.4
2022_7_22_20;84.7
2022_7_22_21;74.89999999999999
2022_7_22_22;69.6
2022_7_22_23;60.2
2022_7_23_0;32.7
2022_7_23_1;11.6
2022_7_23_2;5.7
2022_7_23_3;2.9
2022_7_23_4;2.8
2022_7_23_5;5.1000000000000005
2022_7_23_6;14.4
2022_7_23_7;29.9
2022_7_23_8;52.900000000000006
2022_7_23_9;77.60000000000001
2022_7_23_10;96.8
2022_7_23_11;116.7
2022_7_23_12;133.20000000000002
2022_7_23_13;145.5
2022_7_23_14;145
2022_7_23_15;141
2022_7_23_16;131.70000000000002
2022_7_23_17;123.8
2022_7_23_18;104.7
2022_7_23_19;85
2022_7_23_20;77.2
2022_7_23_21;70
2022_7_23_22;73
2022_7_23_23;69.5
2022_7_24_0;33.9
2022_7_24_1;7
2022_7_24_2;3.4
2022_7_24_3;2.7
2022_7_24_4;2.9
2022_7_24_5;4.1000000000000005
2022_7_24_6;5.5
2022_7_24_7;14.5
2022_7_24_8;29
2022_7_24_9;48.3
2022_7_24_10;65.9
2022_7_24_11;86.3
2022_7_24_12;98
2022_7_24_13;108.1
2022_7_24_14;108.2
2022_7_24_15;102.7
2022_7_24_16;97.8
2022_7_24_17;98.9
2022_7_24_18;89.39999999999999
2022_7_24_19;79.8
2022_7_24_20;72.8
2022_7_24_21;65.3
2022_7_24_22;58
2022_7_24_23;37.900000000000006
2022_7_25_0;12.5
2022_7_25_1;1.6
2022_7_25_2;0.6
2022_7_25_3;0.7
2022_7_25_4;1.6
2022_7_25_5;14.4
2022_7_25_6;60.7
2022_7_25_7;120.8
2022_7_25_8;135.9
2022_7_25_9;91
2022_7_25_10;83.3
2022_7_25_11;94
2022_7_25_12;109.1
2022_7_25_13;114.8
2022_7_25_14;119.5
2022_7_25_15;131.8
2022_7_25_16;158.4
2022_7_25_17;186.6
2022_7_25_18;123.5
2022_7_25_19;72.8
2022_7_25_20;55.3
2022_7_25_21;49
2022_7_25_22;42.8
2022_7_25_23;32.2
2022_7_26_0;11.4
2022_7_26_1;1.6
2022_7_26_2;0.7
2022_7_26_3;0.7
2022_7_26_4;1.7
2022_7_26_5;15
2022_7_26_6;66.8
2022_7_26_7;140.6
2022_7_26_8;165
2022_7_26_9;111.5
2022_7_26_10;96.2
2022_7_26_11;102.9
2022_7_26_12;119.3
2022_7_26_13;123.7
2022_7_26_14;130
2022_7_26_15;146.8
2022_7_26_16;181
2022_7_26_17;217.3
2022_7_26_18;143.3
2022_7_26_19;80.60000000000001
2022_7_26_20;59.5
2022_7_26_21;54.1
2022_7_26_22;55.7
2022_7_26_23;37.5
2022_7_27_0;12.3
2022_7_27_1;1.4
2022_7_27_2;0.6
2022_7_27_3;0.6
2022_7_27_4;1.7
2022_7_27_5;14.1
2022_7_27_6;59
2022_7_27_7;116.7
2022_7_27_8;140.1
2022_7_27_9;107.7
2022_7_27_10;99.8
2022_7_27_11;107.9
2022_7_27_12;120.9
2022_7_27_13;125.3
2022_7_27_14;130.1
2022_7_27_15;144.5
2022_7_27_16;166.2
2022_7_27_17;192.9
2022_7_27_18;133
2022_7_27_19;79.60000000000001
2022_7_27_20;63.5
2022_7_27_21;57.9
2022_7_27_22;52.5
2022_7_27_23;34.9
2022_7_28_0;12.4
2022_7_28_1;1.3
2022_7_28_2;0.6
2022_7_28_3;0.7
2022_7_28_4;1.7
2022_7_28_5;14.1
2022_7_28_6;61.7
2022_7_28_7;128.89999999999998
2022_7_28_8;153.9
2022_7_28_9;110.1
2022_7_28_10;97.8
2022_7_28_11;104.5
2022_7_28_12;117.7
2022_7_28_13;123.8
2022_7_28_14;128.70000000000002
2022_7_28_15;146.1
2022_7_28_16;172.7
2022_7_28_17;203.1
2022_7_28_18;141.2
2022_7_28_19;87.2
2022_7_28_20;70
2022_7_28_21;65.69999999999999
2022_7_28_22;57.7
2022_7_28_23;41.3
2022_7_29_0;15.1
2022_7_29_1;1.9
2022_7_29_2;0.9
2022_7_29_3;1.1
2022_7_29_4;2.2
2022_7_29_5;13.7
2022_7_29_6;50.2
2022_7_29_7;92.5
2022_7_29_8;112.9
2022_7_29_9;98.5
2022_7_29_10;96.9
2022_7_29_11;108.1
2022_7_29_12;122.1
2022_7_29_13;131.1
2022_7_29_14;136.6
2022_7_29_15;148.79999999999998
2022_7_29_16;160
2022_7_29_17;170.4
2022_7_29_18;138.8
2022_7_29_19;97.2
2022_7_29_20;78.10000000000001
2022_7_29_21;71.2
2022_7_29_22;67.6
2022_7_29_23;60.900000000000006
2022_7_30_0;28.3
2022_7_30_1;5.3
2022_7_30_2;2.4
2022_7_30_3;1.8
2022_7_30_4;2.4
2022_7_30_5;4.9
2022_7_30_6;13.7
2022_7_30_7;29.2
2022_7_30_8;52.1
2022_7_30_9;77.7
2022_7_30_10;98.8
2022_7_30_11;121.5
2022_7_30_12;138.5
2022_7_30_13;150.60000000000002
2022_7_30_14;151.7
2022_7_30_15;145.3
2022_7_30_16;138.9
2022_7_30_17;134
2022_7_30_18;116.3
2022_7_30_19;91
2022_7_30_20;78
2022_7_30_21;72.2
2022_7_30_22;84.9
2022_7_30_23;73.4
2022_7_31_0;33.099999999999994
2022_7_31_1;7.4
2022_7_31_2;3.2
2022_7_31_3;2.9
2022_7_31_4;3.2
2022_7_31_5;4.1000000000000005
2022_7_31_6;5.6
2022_7_31_7;15.9
2022_7_31_8;29.4
2022_7_31_9;47
2022_7_31_10;62.7
2022_7_31_11;83.7
2022_7_31_12;96.8
2022_7_31_13;105.3
2022_7_31_14;105.4
2022_7_31_15;100.1
2022_7_31_16;94.7
2022_7_31_17;92.6
2022_7_31_18;77.60000000000001
2022_7_31_19;66.10000000000001
2022_7_31_20;61.5
2022_7_31_21;56.3
2022_7_31_22;48.2
2022_7_31_23;33.4
2022_8_1_0;11.7
2022_8_1_1;1.6
2022_8_1_2;0.8
2022_8_1_3;0.9
2022_8_1_4;1.7
2022_8_1_5;14.6
2022_8_1_6;60.2
2022_8_1_7;121.4
2022_8_1_8;135.2
2022_8_1_9;88.6
2022_8_1_10;81.19999999999999
2022_8_1_11;90.9
2022_8_1_12;105.8
2022_8_1_13;111.4
2022_8_1_14;115.1
2022_8_1_15;127.6
2022_8_1_16;153.9
2022_8_1_17;183.2
2022_8_1_18;117.8
2022_8_1_19;69.1
2022_8_1_20;54.1
2022_8_1_21;49
2022_8_1_22;41.1
2022_8_1_23;27.6
2022_8_2_0;9.6
2022_8_2_1;1
2022_8_2_2;0.5
2022_8_2_3;0.7
2022_8_2_4;1.6
2022_8_2_5;14.3
2022_8_2_6;63
2022_8_2_7;134.7
2022_8_2_8;155.20000000000002
2022_8_2_9;106.7
2022_8_2_10;93.4
2022_8_2_11;101.1
2022_8_2_12;113.1
2022_8_2_13;116.2
2022_8_2_14;124.3
2022_8_2_15;140.1
2022_8_2_16;169.4
2022_8_2_17;203.6
2022_8_2_18;132.39999999999998
2022_8_2_19;76.5
2022_8_2_20;59.4
2022_8_2_21;54
2022_8_2_22;49.1
2022_8_2_23;32
2022_8_3_0;11.4
2022_8_3_1;1.4
2022_8_3_2;0.7
2022_8_3_3;0.9
2022_8_3_4;1.8
2022_8_3_5;13.7
2022_8_3_6;56.9
2022_8_3_7;113.7
2022_8_3_8;134.3
2022_8_3_9;101.2
2022_8_3_10;92.2
2022_8_3_11;100.7
2022_8_3_12;112.4
2022_8_3_13;115.9
2022_8_3_14;119.6
2022_8_3_15;131.3
2022_8_3_16;154.4
2022_8_3_17;181.6
2022_8_3_18;125.8
2022_8_3_19;77.89999999999999
2022_8_3_20;63.3
2022_8_3_21;59.2
2022_8_3_22;54.7
2022_8_3_23;36.7
2022_8_4_0;13
2022_8_4_1;1.5
2022_8_4_2;0.7
2022_8_4_3;0.7
2022_8_4_4;1.6
2022_8_4_5;13.9
2022_8_4_6;59.7
2022_8_4_7;125.8
2022_8_4_8;148.29999999999998
2022_8_4_9;105.1
2022_8_4_10;92.3
2022_8_4_11;99.2
2022_8_4_12;112.4
2022_8_4_13;115
2022_8_4_14;120.1
2022_8_4_15;134.9
2022_8_4_16;163.3
2022_8_4_17;195.4
2022_8_4_18;132.89999999999998
2022_8_4_19;84.1
2022_8_4_20;68.1
2022_8_4_21;64.10000000000001
2022_8_4_22;54.6
2022_8_4_23;39.4
2022_8_5_0;14.4
2022_8_5_1;1.9
2022_8_5_2;1.1
2022_8_5_3;1.2
2022_8_5_4;2.2
2022_8_5_5;13.5
2022_8_5_6;49
2022_8_5_7;90.3
2022_8_5_8;110.7
2022_8_5_9;96.6
2022_8_5_10;95
2022_8_5_11;105.7
2022_8_5_12;119.1
2022_8_5_13;125
2022_8_5_14;131.20000000000002
2022_8_5_15;144.5
2022_8_5_16;156
2022_8_5_17;166.6
2022_8_5_18;134
2022_8_5_19;92.9
2022_8_5_20;76.2
2022_8_5_21;68
2022_8_5_22;64.4
2022_8_5_23;54.8
2022_8_6_0;27.4
2022_8_6_1;5
2022_8_6_2;2.6
2022_8_6_3;2.2
2022_8_6_4;2.8
2022_8_6_5;4.9
2022_8_6_6;13.5
2022_8_6_7;28.9
2022_8_6_8;53.8
2022_8_6_9;82.10000000000001
2022_8_6_10;109
2022_8_6_11;132.6
2022_8_6_12;145.8
2022_8_6_13;153
2022_8_6_14;148.5
2022_8_6_15;138.9
2022_8_6_16;132
2022_8_6_17;126.2
2022_8_6_18;111.9
2022_8_6_19;93.9
2022_8_6_20;85.8
2022_8_6_21;81.4
2022_8_6_22;82.19999999999999
2022_8_6_23;73.1
2022_8_7_0;36
2022_8_7_1;7.4
2022_8_7_2;4.3
2022_8_7_3;3.7
2022_8_7_4;3.7
2022_8_7_5;4.9
2022_8_7_6;5.9
2022_8_7_7;15.3
2022_8_7_8;29.8
2022_8_7_9;48.3
2022_8_7_10;64.5
2022_8_7_11;83.2
2022_8_7_12;95.3
2022_8_7_13;106.2
2022_8_7_14;107
2022_8_7_15;103.8
2022_8_7_16;101.7
2022_8_7_17;98.6
2022_8_7_18;85.8
2022_8_7_19;73.7
2022_8_7_20;68
2022_8_7_21;59.8
2022_8_7_22;51.3
2022_8_7_23;33.9
2022_8_8_0;12.6
2022_8_8_1;1.4
2022_8_8_2;0.7
2022_8_8_3;0.8
2022_8_8_4;1.8
2022_8_8_5;13.7
2022_8_8_6;58.1
2022_8_8_7;117.6
2022_8_8_8;131.89999999999998
2022_8_8_9;90.6
2022_8_8_10;83.3
2022_8_8_11;92.4
2022_8_8_12;105
2022_8_8_13;109.6
2022_8_8_14;114.1
2022_8_8_15;126.3
2022_8_8_16;152.9
2022_8_8_17;181.3
2022_8_8_18;115.1
2022_8_8_19;68.6
2022_8_8_20;54.6
2022_8_8_21;47.8
2022_8_8_22;41
2022_8_8_23;26.5
2022_8_9_0;9.1
2022_8_9_1;1.2
2022_8_9_2;0.6
2022_8_9_3;0.7
2022_8_9_4;1.6
2022_8_9_5;14.2
2022_8_9_6;62.4
2022_8_9_7;135.5
2022_8_9_8;157.29999999999998
2022_8_9_9;108.9
2022_8_9_10;95.9
2022_8_9_11;102.2
2022_8_9_12;112.9
2022_8_9_13;116.1
2022_8_9_14;121.2
2022_8_9_15;137
2022_8_9_16;169.5
2022_8_9_17;206.7
2022_8_9_18;132.39999999999998
2022_8_9_19;77.3
2022_8_9_20;61.400000000000006
2022_8_9_21;55.3
2022_8_9_22;47.9
2022_8_9_23;32.9
2022_8_10_0;10.9
2022_8_10_1;1.2
2022_8_10_2;0.6
2022_8_10_3;0.7
2022_8_10_4;1.7
2022_8_10_5;13.6
2022_8_10_6;55.6
2022_8_10_7;112.6
2022_8_10_8;134.8
2022_8_10_9;102.7
2022_8_10_10;93.3
2022_8_10_11;100.9
2022_8_10_12;110.9
2022_8_10_13;113
2022_8_10_14;117.7
2022_8_10_15;129.20000000000002
2022_8_10_16;153.9
2022_8_10_17;180.2
2022_8_10_18;124.8
2022_8_10_19;77
2022_8_10_20;62.7
2022_8_10_21;59.7
2022_8_10_22;52.400000000000006
2022_8_10_23;34.4
2022_8_11_0;11.7
2022_8_11_1;1.3
2022_8_11_2;0.6
2022_8_11_3;0.8
2022_8_11_4;1.7
2022_8_11_5;13.8
2022_8_11_6;59
2022_8_11_7;126
2022_8_11_8;149.60000000000002
2022_8_11_9;103.7
2022_8_11_10;91.6
2022_8_11_11;99
2022_8_11_12;110.1
2022_8_11_13;113.4
2022_8_11_14;116.2
2022_8_11_15;130.6
2022_8_11_16;159.20000000000002
2022_8_11_17;190.2
2022_8_11_18;129
2022_8_11_19;81.9
2022_8_11_20;67.10000000000001
2022_8_11_21;67.10000000000001
2022_8_11_22;58.4
2022_8_11_23;41.6
2022_8_12_0;15.2
2022_8_12_1;1.8
2022_8_12_2;1
2022_8_12_3;1.1
2022_8_12_4;2.2
2022_8_12_5;13.1
2022_8_12_6;48.3
2022_8_12_7;90.1
2022_8_12_8;109.5
2022_8_12_9;94.3
2022_8_12_10;91.1
2022_8_12_11;101.2
2022_8_12_12;114.7
2022_8_12_13;119.1
2022_8_12_14;122.4
2022_8_12_15;133.39999999999998
2022_8_12_16;146.1
2022_8_12_17;156.29999999999998
2022_8_12_18;127.6
2022_8_12_19;89
2022_8_12_20;71.9
2022_8_12_21;68.5
2022_8_12_22;65.69999999999999
2022_8_12_23;55.3
2022_8_13_0;25
2022_8_13_1;4.5
2022_8_13_2;2.3
2022_8_13_3;1.9
2022_8_13_4;2.3
2022_8_13_5;4.4
2022_8_13_6;13.2
2022_8_13_7;28.7
2022_8_13_8;52.3
2022_8_13_9;74.89999999999999
2022_8_13_10;91.4
2022_8_13_11;108.3
2022_8_13_12;119.9
2022_8_13_13;127.90000000000002
2022_8_13_14;123.7
2022_8_13_15;117.6
2022_8_13_16;112.2
2022_8_13_17;109.5
2022_8_13_18;96.3
2022_8_13_19;82.69999999999999
2022_8_13_20;73.89999999999999
2022_8_13_21;70.7
2022_8_13_22;73.4
2022_8_13_23;71.5
2022_8_14_0;33.2
2022_8_14_1;5.4
2022_8_14_2;2.9
2022_8_14_3;2.3
2022_8_14_4;2.5
2022_8_14_5;3.8
2022_8_14_6;5.4
2022_8_14_7;16.400000000000002
2022_8_14_8;29.8
2022_8_14_9;48.6
2022_8_14_10;64.9
2022_8_14_11;83.9
2022_8_14_12;99.5
2022_8_14_13;106.7
2022_8_14_14;99.9
2022_8_14_15;95
2022_8_14_16;98.5
2022_8_14_17;96.7
2022_8_14_18;85
2022_8_14_19;74.80000000000001
2022_8_14_20;70.1
2022_8_14_21;63.1
2022_8_14_22;55.3
2022_8_14_23;37.3
2022_8_15_0;13.4
2022_8_15_1;1.4
2022_8_15_2;0.6
2022_8_15_3;0.6
2022_8_15_4;1.6
2022_8_15_5;13.9
2022_8_15_6;60.6
2022_8_15_7;127.5
2022_8_15_8;147.29999999999998
2022_8_15_9;95.4
2022_8_15_10;83.3
2022_8_15_11;93.2
2022_8_15_12;108.5
2022_8_15_13;110.1
2022_8_15_14;114.4
2022_8_15_15;128
2022_8_15_16;159.20000000000002
2022_8_15_17;192.3
2022_8_15_18;121.1
2022_8_15_19;73.6
2022_8_15_20;56.8
2022_8_15_21;49.2
2022_8_15_22;42.9
2022_8_15_23;29.7
2022_8_16_0;11.1
2022_8_16_1;1.3
2022_8_16_2;0.6
2022_8_16_3;0.7
2022_8_16_4;1.7
2022_8_16_5;14.5
2022_8_16_6;65.5
2022_8_16_7;147.60000000000002
2022_8_16_8;173.7
2022_8_16_9;116
2022_8_16_10;102.6
2022_8_16_11;111.2
2022_8_16_12;123.7
2022_8_16_13;125.6
2022_8_16_14;133.89999999999998
2022_8_16_15;149.79999999999998
2022_8_16_16;186.5
2022_8_16_17;228.6
2022_8_16_18;145.6
2022_8_16_19;86.9
2022_8_16_20;66.19999999999999
2022_8_16_21;60.1
2022_8_16_22;54.2
2022_8_16_23;38.3
2022_8_17_0;13.7
2022_8_17_1;1.7
2022_8_17_2;0.8
2022_8_17_3;0.9
2022_8_17_4;1.8
2022_8_17_5;14.3
2022_8_17_6;62
2022_8_17_7;129.20000000000002
2022_8_17_8;160.20000000000002
2022_8_17_9;114.5
2022_8_17_10;101
2022_8_17_11;110.8
2022_8_17_12;125.8
2022_8_17_13;132.1
2022_8_17_14;137.8
2022_8_17_15;151.5
2022_8_17_16;179.5
2022_8_17_17;213.2
2022_8_17_18;142.1
2022_8_17_19;84.3
2022_8_17_20;67.2
2022_8_17_21;63.9
2022_8_17_22;54.3
2022_8_17_23;37.7
2022_8_18_0;14.4
2022_8_18_1;1.7
2022_8_18_2;0.8
2022_8_18_3;0.9
2022_8_18_4;1.8
2022_8_18_5;14.6
2022_8_18_6;64.9
2022_8_18_7;144.2
2022_8_18_8;173.8
2022_8_18_9;121
2022_8_18_10;108.1
2022_8_18_11;117.4
2022_8_18_12;133
2022_8_18_13;137.3
2022_8_18_14;143.9
2022_8_18_15;162.5
2022_8_18_16;195.6
2022_8_18_17;228.6
2022_8_18_18;152.29999999999998
2022_8_18_19;95.4
2022_8_18_20;77.5
2022_8_18_21;74.80000000000001
2022_8_18_22;64.9
2022_8_18_23;46.9
2022_8_19_0;18.6
2022_8_19_1;2.3
2022_8_19_2;1.1
2022_8_19_3;1.4
2022_8_19_4;2.2
2022_8_19_5;13.9
2022_8_19_6;52
2022_8_19_7;99.5
2022_8_19_8;124
2022_8_19_9;106.8
2022_8_19_10;104
2022_8_19_11;118.1
2022_8_19_12;136
2022_8_19_13;145
2022_8_19_14;150.79999999999998
2022_8_19_15;166.5
2022_8_19_16;182.5
2022_8_19_17;189
2022_8_19_18;148.10000000000002
2022_8_19_19;101.8
2022_8_19_20;89.30000000000001
2022_8_19_21;80.8
2022_8_19_22;72.6
2022_8_19_23;59.6
2022_8_20_0;28.4
2022_8_20_1;5.3
2022_8_20_2;2.4
2022_8_20_3;2.1
2022_8_20_4;2.4
2022_8_20_5;4.6
2022_8_20_6;13.7
2022_8_20_7;29.2
2022_8_20_8;53.8
2022_8_20_9;79.3
2022_8_20_10;99.7
2022_8_20_11;119.1
2022_8_20_12;134.7
2022_8_20_13;146.7
2022_8_20_14;145.9
2022_8_20_15;139.1
2022_8_20_16;133
2022_8_20_17;124.6
2022_8_20_18;106.1
2022_8_20_19;85.9
2022_8_20_20;77.8
2022_8_20_21;72.6
2022_8_20_22;70.8
2022_8_20_23;67.4
2022_8_21_0;32.9
2022_8_21_1;6.5
2022_8_21_2;3
2022_8_21_3;2.5
2022_8_21_4;2.7
2022_8_21_5;4
2022_8_21_6;4.9
2022_8_21_7;13.6
2022_8_21_8;28.8
2022_8_21_9;49.2
2022_8_21_10;67
2022_8_21_11;85.8
2022_8_21_12;99.1
2022_8_21_13;109.4
2022_8_21_14;110.2
2022_8_21_15;106.2
2022_8_21_16;104.1
2022_8_21_17;100.6
2022_8_21_18;88.4
2022_8_21_19;75
2022_8_21_20;68.9
2022_8_21_21;60.1
2022_8_21_22;49.6
2022_8_21_23;35.1
2022_8_22_0;11.9
2022_8_22_1;1.5
2022_8_22_2;0.7
2022_8_22_3;0.7
2022_8_22_4;1.6
2022_8_22_5;14.9
2022_8_22_6;68.1
2022_8_22_7;149.7
2022_8_22_8;173.3
2022_8_22_9;115.1
2022_8_22_10;103.1
2022_8_22_11;117.3
2022_8_22_12;138.7
2022_8_22_13;142.3
2022_8_22_14;150.10000000000002
2022_8_22_15;166
2022_8_22_16;196.6
2022_8_22_17;225.9
2022_8_22_18;142.6
2022_8_22_19;84.7
2022_8_22_20;68
2022_8_22_21;60.900000000000006
2022_8_22_22;50.8
2022_8_22_23;32.599999999999994
2022_8_23_0;11.6
2022_8_23_1;1.4
2022_8_23_2;0.6
2022_8_23_3;0.7
2022_8_23_4;1.5
2022_8_23_5;14.9
2022_8_23_6;73.4
2022_8_23_7;179
2022_8_23_8;218.5
2022_8_23_9;141.7
2022_8_23_10;121
2022_8_23_11;131.3
2022_8_23_12;150.7
2022_8_23_13;153.2
2022_8_23_14;164.5
2022_8_23_15;182.2
2022_8_23_16;217.1
2022_8_23_17;253.3
2022_8_23_18;160.3
2022_8_23_19;94.1
2022_8_23_20;74.80000000000001
2022_8_23_21;69.9
2022_8_23_22;58.2
2022_8_23_23;38.7
2022_8_24_0;13.9
2022_8_24_1;1.5
2022_8_24_2;0.7
2022_8_24_3;0.8
2022_8_24_4;1.4
2022_8_24_5;13.7
2022_8_24_6;60.900000000000006
2022_8_24_7;144.5
2022_8_24_8;185.4
2022_8_24_9;129
2022_8_24_10;112.2
2022_8_24_11;126.3
2022_8_24_12;149.5
2022_8_24_13;151.60000000000002
2022_8_24_14;158
2022_8_24_15;169
2022_8_24_16;192.1
2022_8_24_17;212.8
2022_8_24_18;145.9
2022_8_24_19;91.2
2022_8_24_20;73.7
2022_8_24_21;69.4
2022_8_24_22;60.1
2022_8_24_23;44
2022_8_25_0;15.1
2022_8_25_1;1.6
2022_8_25_2;0.7
2022_8_25_3;0.9
2022_8_25_4;1.8
2022_8_25_5;14.8
2022_8_25_6;69.7
2022_8_25_7;176.3
2022_8_25_8;219.8
2022_8_25_9;138.9
2022_8_25_10;116.7
2022_8_25_11;129.89999999999998
2022_8_25_12;151.29999999999998
2022_8_25_13;155.5
2022_8_25_14;166.7
2022_8_25_15;186.9
2022_8_25_16;216.3
2022_8_25_17;244.8
2022_8_25_18;165.3
2022_8_25_19;107.8
2022_8_25_20;91
2022_8_25_21;88.6
2022_8_25_22;74.89999999999999
2022_8_25_23;52.2
2022_8_26_0;19.2
2022_8_26_1;2.4
2022_8_26_2;1.2
2022_8_26_3;1.2
2022_8_26_4;2.2
2022_8_26_5;13.1
2022_8_26_6;49.7
2022_8_26_7;110.5
2022_8_26_8;143.2
2022_8_26_9;110.1
2022_8_26_10;104.8
2022_8_26_11;118.9
2022_8_26_12;141.8
2022_8_26_13;151.9
2022_8_26_14;163.6
2022_8_26_15;175.8
2022_8_26_16;181.2
2022_8_26_17;180.4
2022_8_26_18;143.8
2022_8_26_19;101.2
2022_8_26_20;83.9
2022_8_26_21;76.1
2022_8_26_22;68.7
2022_8_26_23;58.2
2022_8_27_0;27
2022_8_27_1;5.1000000000000005
2022_8_27_2;2
2022_8_27_3;1.8
2022_8_27_4;2.4
2022_8_27_5;4.6
2022_8_27_6;13.7
2022_8_27_7;29.7
2022_8_27_8;54.3
2022_8_27_9;80.10000000000001
2022_8_27_10;100.7
2022_8_27_11;124.4
2022_8_27_12;140.3
2022_8_27_13;153.4
2022_8_27_14;154.79999999999998
2022_8_27_15;148.79999999999998
2022_8_27_16;144.7
2022_8_27_17;137.1
2022_8_27_18;116.8
2022_8_27_19;93.5
2022_8_27_20;82.4
2022_8_27_21;77.8
2022_8_27_22;83.9
2022_8_27_23;74
2022_8_28_0;38.1
2022_8_28_1;7.5
2022_8_28_2;2.9
2022_8_28_3;2.4
2022_8_28_4;2.5
2022_8_28_5;3.6
2022_8_28_6;5
2022_8_28_7;14.6
2022_8_28_8;29.6
2022_8_28_9;51.7
2022_8_28_10;71.7
2022_8_28_11;94.8
2022_8_28_12;109
2022_8_28_13;122
2022_8_28_14;121.4
2022_8_28_15;114.7
2022_8_28_16;111.7
2022_8_28_17;110.6
2022_8_28_18;97.5
2022_8_28_19;84.9
2022_8_28_20;78
2022_8_28_21;67.4
2022_8_28_22;52.7
2022_8_28_23;35
2022_8_29_0;13.6
2022_8_29_1;1.6
2022_8_29_2;0.5
2022_8_29_3;0.5
2022_8_29_4;1.3
2022_8_29_5;12.8
2022_8_29_6;65.10000000000001
2022_8_29_7;178.79999999999998
2022_8_29_8;217.9
2022_8_29_9;134.5
2022_8_29_10;109.7
2022_8_29_11;123.8
2022_8_29_12;151.5
2022_8_29_13;152.60000000000002
2022_8_29_14;175.8
2022_8_29_15;201.9
2022_8_29_16;224.3
2022_8_29_17;220.8
2022_8_29_18;138.6
2022_8_29_19;84.6
2022_8_29_20;67.4
2022_8_29_21;60.900000000000006
2022_8_29_22;48.9
2022_8_29_23;32.5
2022_8_30_0;10.5
2022_8_30_1;1.3
2022_8_30_2;0.4
2022_8_30_3;0.4
2022_8_30_4;1
2022_8_30_5;10.2
2022_8_30_6;51.3
2022_8_30_7;139
2022_8_30_8;189
2022_8_30_9;121.8
2022_8_30_10;98.8
2022_8_30_11;111.1
2022_8_30_12;137.7
2022_8_30_13;141.6
2022_8_30_14;161.6
2022_8_30_15;171.7
2022_8_30_16;176
2022_8_30_17;171.1
2022_8_30_18;114.7
2022_8_30_19;71.5
2022_8_30_20;54.8
2022_8_30_21;48.3
2022_8_30_22;39.5
2022_8_30_23;27.7
2022_8_31_0;9.5
2022_8_31_1;1.1
2022_8_31_2;0.5
2022_8_31_3;0.7
2022_8_31_4;1.6
2022_8_31_5;13.3
2022_8_31_6;62.9
2022_8_31_7;189.7
2022_8_31_8;250.9
2022_8_31_9;159.6
2022_8_31_10;124
2022_8_31_11;142.2
2022_8_31_12;175.8
2022_8_31_13;175.7
2022_8_31_14;193.2
2022_8_31_15;210.9
2022_8_31_16;228.4
2022_8_31_17;227.8
2022_8_31_18;152.2
2022_8_31_19;93.5
2022_8_31_20;71.9
2022_8_31_21;67.7
2022_8_31_22;55.8
2022_8_31_23;37.6
2022_9_1_0;12.8
2022_9_1_1;1.6
2022_9_1_2;0.6
2022_9_1_3;0.7
2022_9_1_4;1.6
2022_9_1_5;15.9
2022_9_1_6;83.4
2022_9_1_7;270.8
2022_9_1_8;344.3
2022_9_1_9;202.8
2022_9_1_10;149.29999999999998
2022_9_1_11;165.9
2022_9_1_12;206.1
2022_9_1_13;205.8
2022_9_1_14;231.6
2022_9_1_15;263.79999999999995
2022_9_1_16;293.3
2022_9_1_17;309.90000000000003
2022_9_1_18;197.3
2022_9_1_19;120.1
2022_9_1_20;97.2
2022_9_1_21;90.7
2022_9_1_22;74.7
2022_9_1_23;51.7
2022_9_2_0;18.9
2022_9_2_1;2.5
2022_9_2_2;1.1
2022_9_2_3;1.4
2022_9_2_4;2.6
2022_9_2_5;15.7
2022_9_2_6;68.9
2022_9_2_7;203.9
2022_9_2_8;261.1
2022_9_2_9;177.2
2022_9_2_10;152.9
2022_9_2_11;165.9
2022_9_2_12;202.3
2022_9_2_13;210.1
2022_9_2_14;231.1
2022_9_2_15;254.4
2022_9_2_16;257.90000000000003
2022_9_2_17;254.5
2022_9_2_18;195.7
2022_9_2_19;135.7
2022_9_2_20;108.4
2022_9_2_21;96.9
2022_9_2_22;89.1
2022_9_2_23;71.9
2022_9_3_0;34.1
2022_9_3_1;7
2022_9_3_2;3.2
2022_9_3_3;2.8
2022_9_3_4;3
2022_9_3_5;5.2
2022_9_3_6;15.5
2022_9_3_7;36
2022_9_3_8;69.3
2022_9_3_9;97.3
2022_9_3_10;114.9
2022_9_3_11;135
2022_9_3_12;150.7
