userstopcode;userstopareacode;stopname
40550140;apdach;Apeldoorn, Achmea
40550200;apdwal;Apeldoorn, Waltersingel
40551001;apdsta;Apeldoorn, Station
40551002;apdsta;Apeldoorn, Station
40551003;apdmar;Apeldoorn, Marktplein
40551004;apdmar;Apeldoorn, Marktplein
40551005;apdore;Apeldoorn, Oranjepark/Regentesselaan
40551006;apdoke;Apeldoorn, Oranjepark/Kerklaan
40551019;apdhoo;Apeldoorn, Hoofdstraat
40551020;apdhoo;Apeldoorn, Hoofdstraat
40551021;apdama;Apeldoorn, Amaliapark
40551022;apdama;Apeldoorn, Amaliapark
40551023;apdzic;Apeldoorn, Zichtweg
40551024;apdzic;Apeldoorn, Zichtweg
40551025;apdeen;Apeldoorn, Eendrachtstraat
40551026;apdeen;Apeldoorn, Eendrachtstraat
40551027;apdalu;Apeldoorn, Aluminiumweg
40551028;apdalu;Apeldoorn, Aluminiumweg
40551029;apdseb;Apeldoorn, Sebastiaanplein
40551030;apdseb;Apeldoorn, Sebastiaanplein
40551031;apdcho;Apeldoorn, Chopinlaan
40551032;apdcho;Apeldoorn, Chopinlaan
40551033;apdwes;Apeldoorn, Laan van Westenenk
40551036;apdkon;Apeldoorn, Julianatoren
40551037;apdloo;Apeldoorn, Paleis Het Loo
40551038;apdloo;Apeldoorn, Paleis Het Loo
40551039;apdbos;Apeldoorn, Bosweg
40551040;apdbos;Apeldoorn, Bosweg
40551045;apfgke;Apeldoorn, Grote Kerk
40551046;apfgke;Apeldoorn, Grote Kerk
40551047;apdged;Apeldoorn, Gedenknaald
40551048;apdged;Apeldoorn, Gedenknaald
40551049;apdsta;Apeldoorn, Station
40551051;apdoos;Apeldoorn, Oosterlaan
40551052;apdoos;Apeldoorn, Oosterlaan
40551053;apdpin;Apeldoorn, Pinksterbloem
40551054;apdpin;Apeldoorn, Pinksterbloem
40551057;apdfau;Apeldoorn, Fauststraat
40551058;apdfau;Apeldoorn, Fauststraat
40551060;apddie;Apeldoorn, Laan van de Dierenriem
40551061;apdlee;Apeldoorn, Laan van de Leeuw
40551062;apdlee;Apeldoorn, Laan van de Leeuw
40551063;apdbru;Apeldoorn, Brug Deventerstraat
40551064;apdbru;Apeldoorn, Brug Deventerstraat
40551065;apdjul;Apeldoorn, Julianakerk
40551066;apdjul;Apeldoorn, Julianakerk
40551072;apdggn;Apeldoorn, GGNet
40551079;apdgij;Apeldoorn, Gijsbrechtgaarde
40551080;apdgij;Apeldoorn, Gijsbrechtgaarde
40551081;apdwel;Apeldoorn, Welgelegenbrug
40551082;apdwel;Apeldoorn, Welgelegenbrug
40551087;apdape;Apeldoorn, Apenheul
40551089;apdjfr;Apeldoorn, J. Fruytierschool
40551090;apdjfr;Apeldoorn, J. Fruytierschool
40551091;apdwag;Apeldoorn, Wagenmakershoek
40551092;apdwag;Apeldoorn, Wagenmakershoek
40551093;apdgla;Apeldoorn, Glazeniershorst
40551094;apdgla;Apeldoorn, Glazeniershorst
40551095;apderi;Apeldoorn, Laan van Erica
40551109;apdbal;Apeldoorn, Balustrade
40551110;apdhoo;Apeldoorn, Hoofdstraat
40551111;apdhtn;Apeldoorn, Houttuinen-Noord
40551113;apdbel;Apeldoorn, Belastingkantoor
40551115;apdsta;Apeldoorn, Station
40551122;apdsta;Apeldoorn, Station
40551123;apdsta;Apeldoorn, Station
40551124;apdbib;Apeldoorn, Bibliotheek
40551125;apdbib;Apeldoorn, Bibliotheek
40551130;apdsta;Apeldoorn, Station
40551133;apdble;Apeldoorn, Blekersweg
40551134;apdble;Apeldoorn, Blekersweg
40551135;apddia;Apeldoorn, Dianalaan
40551136;apddia;Apeldoorn, Dianalaan
40551137;apdebu;Apeldoorn, Eburonenstraat
40551139;apdtol;Apeldoorn, De Tol
40551140;apdtol;Apeldoorn, De Tol
40551141;apdgeo;Apeldoorn, Georg Hegelstraat
40551142;apdgeo;Apeldoorn, Georg Hegelstraat
40551146;apdbdt;Apeldoorn, Burg. des Tombeplein
40551147;apdbdt;Apeldoorn, Burg. des Tombeplein
40551150;apdbel;Apeldoorn, Belastingkantoor
40551154;apdlei;Apeldoorn, Leienplein
40551155;apdlei;Apeldoorn, Leienplein
40551156;apdora;Apeldoorn, Oranjerie
40551157;apdora;Apeldoorn, Oranjerie
40551158;apdpol;Apeldoorn, Politiebureau
40551159;apdpol;Apeldoorn, Politiebureau
40551166;apdsut;Apeldoorn, Schuttersweg
40551167;apdsut;Apeldoorn, Schuttersweg
40551174;apdvli;Apeldoorn, Vlietweg
40551177;apdimk;Apeldoorn, Imkersdreef
40551178;apdimk;Apeldoorn, Imkersdreef
40551179;apdhoe;Apeldoorn, Hoenderparkweg
40551180;apdhoe;Apeldoorn, Hoenderparkweg
40551185;apdhsc;Apeldoorn, Het Schip
40551187;apdfir;Apeldoorn, Het Firmament
40551189;apdlin;Apeldoorn, Linie
40551190;apdlin;Apeldoorn, Linie
40551191;apdden;Apeldoorn, Dennenkamp
40551192;apdden;Apeldoorn, Dennenkamp
40551195;apdzwd;Apeldoorn, Zonnewende
40551197;apdtop;Apeldoorn, Top Naeffstraat
40551198;apdtop;Apeldoorn, Top Naeffstraat
40551200;apdrit;Apeldoorn, Ritbroekstraat
40551201;apdrit;Apeldoorn, Ritbroekstraat
40551213;apdman;Apeldoorn, Mandala
40551238;apdwdm;Apeldoorn, Winkelc. De Mheen
40551239;apdwdm;Apeldoorn, Winkelc. De Mheen
40551240;apdkru;Apeldoorn, Kruizemuntstraat
40551241;apdkru;Apeldoorn, Kruizemuntstraat
40551246;apdcon;Apeldoorn, Condorweg
40551247;apdcon;Apeldoorn, Condorweg
40551253;apdkoo;Apeldoorn, Kooikersdreef
40551267;apdsal;Apeldoorn, Salomonszegel
40551268;apdsal;Apeldoorn, Salomonszegel
40551270;apdsch;Apeldoorn, Schaperstraat
40551280;apdsch;Apeldoorn, Schaperstraat
40551281;apdvon;Apeldoorn, Vonderlaan
40551284;apdzev;Apeldoorn, Zevenhuizenseweg
40551285;apdzev;Apeldoorn, Zevenhuizenseweg
40551286;apdzon;Apeldoorn, Zonnedauw
40551287;apdzon;Apeldoorn, Zonnedauw
40551288;apdwil;Apeldoorn, Wilhelminapark
40551290;apdzwi;Apeldoorn, Zwitsal
40551291;apdzwi;Apeldoorn, Zwitsal
40551293;apdwal;Apeldoorn, Waltersingel
40551298;apdrui;Apeldoorn, Ruimzichtlaan
40551299;apdrui;Apeldoorn, Ruimzichtlaan
40551302;apdpri;Apeldoorn, Prinsenweide
40551303;apdpri;Apeldoorn, Prinsenweide
40551309;apdlbr;Apeldoorn, Lage Brink
40551311;apdlka;Apeldoorn, Lage Kamp
40551312;apdlka;Apeldoorn, Lage Kamp
40551315;apdkat;Apeldoorn, Kathage
40551317;apdjoh;Apeldoorn, Johan Steenbergenstraat
40551318;apdjoh;Apeldoorn, Johan Steenbergenstraat
40551320;apdjac;Apeldoorn, Jachtlaan
40551321;apdhog;Apeldoorn, Hogekampweg
40551322;apdhog;Apeldoorn, Hogekampweg
40551323;apdhez;Apeldoorn, Hezeweg
40551324;apdhez;Apeldoorn, Hezeweg
40551327;apdstw;Apeldoorn, Staalweg
40551328;apdstw;Apeldoorn, Staalweg
40551330;apdera;Apeldoorn, Erasmusstraat
40551331;apdera;Apeldoorn, Erasmusstraat
40551336;apdein;Apeldoorn, Einsteinlaan
40551337;apdein;Apeldoorn, Einsteinlaan
40551340;apdcur;Apeldoorn, Curiestraat
40551341;apdcur;Apeldoorn, Curiestraat
40551362;apdaur;Apeldoorn, Auroralaan
40551373;apdsta;Apeldoorn, Station
40551388;apdodn;Apeldoorn, Ordenplein
40551390;apdman;Apeldoorn, Mandala
40551422;apdtan;Apeldoorn, Tangostraat
40551423;apdtan;Apeldoorn, Tangostraat
40551424;apdcit;Apeldoorn, Citroenvlinder
40551425;apdcit;Apeldoorn, Citroenvlinder
40551428;apdzui;Apeldoorn, Zuidbroek
40551445;apdomn;Apeldoorn, Omnisport
40551446;apdomn;Apeldoorn, Omnisport
40551451;apdbea;Apeldoorn, Prinses Beatrixlaan
40551452;apdbea;Apeldoorn, Prinses Beatrixlaan
40551456;apdlek;Apeldoorn, Lekstraat
40551469;apdbar;Apeldoorn, Bartelsweg
40551470;apdbar;Apeldoorn, Bartelsweg
40551473;apdaid;Apeldoorn, Aidastraat
40551474;apdaid;Apeldoorn, Aidastraat
40551476;apddve;Apeldoorn, De Veenkamp
40551477;apdbas;Apeldoorn, Bas Backerlaan
40551485;apdbas;Apeldoorn, Bas Backerlaan
40551486;apddve;Apeldoorn, De Veenkamp
40551490;apddgh;Apeldoorn, De Groene Hoven
40551500;apddgh;Apeldoorn, De Groene Hoven
40551513;apdoes;Apeldoorn, Oesterzwam
40551514;apdoes;Apeldoorn, Oesterzwam
40551515;apdsab;Apeldoorn, Saba
40551994;apdare;Apeldoorn, Arendsburght
40552240;apdfug;Apeldoorn, Fugastraat
40552250;apdfug;Apeldoorn, Fugastraat
40559001;apdlam;Apeldoorn, Lange Amerikaweg
40559002;apdlam;Apeldoorn, Lange Amerikaweg
40559003;apdwmu;Apeldoorn, Wkc Musketiersveld
40559004;apdwmu;Apeldoorn, Wkc Musketiersveld
40559010;apdw3k;Apeldoorn, Willem III Kazerne
40559920;apdspl;Apeldoorn, Sportlaan
40559951;;Streckenpunkt kering apdw3k
40559952;;Streckenpunkt Arnhemseweg tbv lijn 10
40563003;strhee;Stroe, Heetweg
40563005;strtop;Stroe, Topperweg
40563006;strtop;Stroe, Topperweg
40563007;strkoo;Stroe, Kootwijkerdijk
40563008;strkoo;Stroe, Kootwijkerdijk
40563010;strrav;Stroe, Ravenweg
40563011;strcen;Stroe, Centrum
40563012;strcen;Stroe, Centrum
40563013;strwol;Stroe, Wolweg/Viaduct
40563014;strwol;Stroe, Wolweg/Viaduct
40563015;strmmk;Stroe, Majoor Mulder Kazerne
40563016;strmmk;Stroe, Majoor Mulder Kazerne
40563017;strrav;Stroe, Ravenweg
40563018;strrav;Stroe, Ravenweg
40569008;witmil;Wittenberg, Militair tehuis
40612010;ededen;Ede, Dennenlaan
40612020;ededen;Ede, Dennenlaan
40612030;edeeri;Ede, Ericalaan
40612040;edeeri;Ede, Ericalaan
40612085;ederaa;Ede, Centrum/Raadhuis
40612086;ederaa;Ede, Centrum/Raadhuis
40612118;ededbo;Ede, De Bosrand
40622117;ededbo;Ede, De Bosrand
40622119;ededri;Ede, Driesprong
40622120;ededri;Ede, Driesprong
40622121;edehog;Ede, Hoge Valksedijk
40622122;edehog;Ede, Hoge Valksedijk
40622123;ededva;Ede, De Valouwe
40622124;ededva;Ede, De Valouwe
40622126;edewez;Ede, Wekeromse Zand
40631001;dvasch;De Valk, School met de Bijbel
40631002;dvasch;De Valk, School met de Bijbel
40631003;dvagge;De Valk, Geref. Gemeente
40631004;dvagge;De Valk, Geref. Gemeente
40631005;dvalvw;De Valk, Lage Valkseweg
40631009;dvacoo;De Valk, Cooperatie
40631010;dvacoo;De Valk, Cooperatie
40643008;nmihoe;Nieuw Milligen, Hoeve Oud Milligen
40649001;witbus;Wittenberg, Busstation
40649002;witbus;Wittenberg, Busstation
40649005;witbus;Wittenberg, Busstation
40649006;witbus;Wittenberg, Busstation
40649009;witmil;Wittenberg, Militair tehuis
40649011;wittol;Wittenberg, Tolnegenweg
40650001;wenwie;Wenum, Wieselseweg
40650002;wenwie;Wenum, Wieselseweg
40650003;wenpap;Wenum, Papegaaiweg
40650004;wenpap;Wenum, Papegaaiweg
40650006;wenhae;Wenum, De Haere
40651059;apddie;Apeldoorn, Laan van de Dierenriem
40659951;;Streckenpunkt Apeldoorn-Noord tbv lijn 201 en 210
40664001;kwboos;Kootwijkerbroek, Oosterbrinkweg
40664002;kwboos;Kootwijkerbroek, Oosterbrinkweg
40664003;kwbgdb;Kootwijkerbroek, Garderbroekerweg
40664004;kwbgdb;Kootwijkerbroek, Garderbroekerweg
40664007;kwbkos;Kootwijkerbroek, Kosterijweg
40664008;kwbkos;Kootwijkerbroek, Kosterijweg
40664009;kwbess;Kootwijkerbroek, Essenerweg
40664010;kwbess;Kootwijkerbroek, Essenerweg
40664011;kwbnac;Kootwijkerbroek, Nachtegaalweg
40664012;kwbnac;Kootwijkerbroek, Nachtegaalweg
40664013;kwbwen;Kootwijkerbroek, Wencopperweg
40664014;kwbwen;Kootwijkerbroek, Wencopperweg
40664015;kwbgke;Kootwijkerbroek, Gereformeerde Kerk
40664016;kwbgke;Kootwijkerbroek, Gereformeerde Kerk
40665002;baresv;Barneveld, Esvelderweg
40671035;apdkon;Apeldoorn, Julianatoren
40679006;hsoech;Hoog Soeren, Echoput
40680001;vsdvsd;Voorstonden, Huis Voorstonden
40680002;vsdvsd;Voorstonden, Huis Voorstonden
40680003;vsdmol;Voorstonden, Halte de Molen
40680004;vsdmol;Voorstonden, Halte de Molen
40682001;tonsch;Tonden, School met de Bijbel
40682002;tonsch;Tonden, School met de Bijbel
40682003;halabk;Hall, ABK huis
40682004;halabk;Hall, ABK huis
40682005;halhog;Hall, Hogestraat
40682006;halhog;Hall, Hogestraat
40682007;halsch;Hall, School
40682008;halsch;Hall, School
40685001;oekbuu;Oeken, Buurtweg
40685002;oekbuu;Oeken, Buurtweg
40726001;garhoo;Garderen, Hooiweg
40726002;garhoo;Garderen, Hooiweg
40726003;garbak;Garderen, Bakkerstraat
40726004;garbak;Garderen, Bakkerstraat
40726013;garkas;Garderen, Kastelenhof
40726014;garkas;Garderen, Kastelenhof
40726015;garhou;Garderen, Houtdorp
40726016;garhou;Garderen, Houtdorp
40746011;vrhbos;Voorthuizen, Bosweg
40746013;vrhhun;Voorthuizen, Hunnenweg
40746014;vrhhun;Voorthuizen, Hunnenweg
40746015;vrhzan;Voorthuizen, De Zanderij
40746016;vrhzan;Voorthuizen, De Zanderij
40746017;vrhijs;Voorthuizen, De IJsvogel
40746018;vrhijs;Voorthuizen, De IJsvogel
40749006;wittol;Wittenberg, Tolnegenweg
40750015;lunwor;Lunteren, De Wormshoef
40750016;lunwor;Lunteren, De Wormshoef
40751003;meureh;Meulunteren, Rehoboth
40751004;meureh;Meulunteren, Rehoboth
40751005;meubij;Meulunteren, Bijweg
40751006;meubij;Meulunteren, Bijweg
40751011;meuhes;Meulunteren, Hessenweg
40751012;meuhes;Meulunteren, Hessenweg
40765001;baresv;Barneveld, Esvelderweg
40765005;barnor;Barneveld, Norschoterweg
40765006;barnor;Barneveld, Norschoterweg
40765007;barpra;Barneveld, Praktijkschool Barneveld
40765008;barpra;Barneveld, Praktijkschool Barneveld
40765009;barjul;Barneveld, Julianaplein
40765010;barjul;Barneveld, Julianaplein
40765011;barvdo;Barneveld, Van Dompselaerstraat
40765012;barvdo;Barneveld, Van Dompselaerstraat
40765013;barsta;Barneveld, Station Barneveld Centrum
40765014;barsta;Barneveld, Station Barneveld Centrum
40765015;barvli;Barneveld, Vliegersvelderlaan
40765016;barvli;Barneveld, Vliegersvelderlaan
40765017;barwij;Barneveld, Van Wijnbergenlaan
40765018;barwij;Barneveld, Van Wijnbergenlaan
40765023;bartor;Barneveld, Torenplein
40765024;bartor;Barneveld, Torenplein
40765029;barnar;Barneveld, Narcissenstraat
40765030;barnar;Barneveld, Narcissenstraat
40765031;barbeg;Barneveld, Begraafplaats De Plantage
40765032;barbeg;Barneveld, Begraafplaats De Plantage
40765041;barnyk;Barneveld, Nijkerkerweg
40765042;barnyk;Barneveld, Nijkerkerweg
40765045;bareve;Barneveld, Evenementenhal
40765046;bareve;Barneveld, Evenementenhal
40765047;bartro;Barneveld, Troelstralaan
40765048;bartro;Barneveld, Troelstralaan
40779002;hsoaar;Hoog Soeren, Het Aardhuis
40779003;hooora;Hoog Soeren, Oranjeoord
40779004;hooora;Hoog Soeren, Oranjeoord
40779005;hsoech;Hoog Soeren, Echoput
40783001;nmikru;Nieuw Milligen, Kruispunt
40783002;nmikru;Nieuw Milligen, Kruispunt
40783003;nmiklu;Nieuw Milligen, Kon. Luchtmacht
40783004;nmiklu;Nieuw Milligen, Kon. Luchtmacht
40783005;nmiouw;Nieuw Milligen, Ouwendorperweg
40783006;nmiouw;Nieuw Milligen, Ouwendorperweg
40783007;nmihoe;Nieuw Milligen, Hoeve Oud Milligen
40783010;nmibos;Nieuw Milligen, Bos en Heide
40783011;nmimee;Nieuw Milligen, Meerveld
40783012;nmimee;Nieuw Milligen, Meerveld
40783111;nmikru;Nieuw Milligen, Kruispunt
40783112;nmikru;Nieuw Milligen, Kruispunt
40789001;hsoaar;Hoog Soeren, Het Aardhuis
40883009;nmibos;Nieuw Milligen, Bos en Heide
40885006;oekobs;Oeken, Openbare Basisschool
40885007;oekobs;Oeken, Openbare Basisschool
40887001;uddgdr;Uddel, Garderenseweg
40887002;uddgdr;Uddel, Garderenseweg
40887003;uddcaf;Uddel, Cafe Uddelermeer
40887004;uddcaf;Uddel, Cafe Uddelermeer
40887005;uddbho;Uddel, Bleeke Hoeve
40887006;uddbho;Uddel, Bleeke Hoeve
40887007;uddutt;Uddel, Uttilochweg
40887008;uddutt;Uddel, Uttilochweg
40887009;uddmar;Uddel, Markveldweg
40887010;uddmar;Uddel, Markveldweg
40887012;uddnri;Uddel, Noord Riezen
40982002;elshoo;Elspeet, Hooiweg/Middenweg
40982003;elsvee;Elspeet, Veenweg
40982004;elsvee;Elspeet, Veenweg
40982005;elsgmo;Elspeet, Gerrit Mouwweg
40982006;elsgmo;Elspeet, Gerrit Mouwweg
40982007;elscen;Elspeet, Centrum
40982008;elscen;Elspeet, Centrum
40982009;elskko;Elspeet, Kleine Kolonieweg
40982010;elskko;Elspeet, Kleine Kolonieweg
40982011;elsbos;Elspeet, Bosrand
40982012;elsbos;Elspeet, Bosrand
40982021;elslno;Elspeet, Landgoed Noorderheide
40982025;elsslu;Elspeet, Sluiterweg
40982026;elsslu;Elspeet, Sluiterweg
40982027;elsvie;Elspeet, Vierhouterweg
40982028;elsvie;Elspeet, Vierhouterweg
40987011;uddnri;Uddel, Noord Riezen
41448023;bruhaz;Brummen, Hazenberg
41448024;bruhaz;Brummen, Hazenberg
41448027;lvharn;Leuvenheim, Arnhemsestraat
41448031;lvhhoo;Leuvenheim, Hoofdstraat
41448033;lvhsch;Leuvenheim, School
41448035;lvhspa;Leuvenheim, Spankerenseweg
41448037;brubre;Brummen, Het Bret
41448038;brubre;Brummen, Het Bret
41448039;brupot;Brummen, De Pothof
41448040;brupot;Brummen, De Pothof
41448043;brutol;Brummen, Tolzicht
41448044;brutol;Brummen, Tolzicht
41448045;brucen;Brummen, Centrum
41448047;brucor;Brummen, Cortenoeverseweg
41448048;brucor;Brummen, Cortenoeverseweg
41448049;brukam;Brummen, Kampweg
41448050;brukam;Brummen, Kampweg
41448051;brumee;Brummen, Meengatstraat
41448052;brumee;Brummen, Meengatstraat
41448053;bruber;Brummen, Berkelder
41448054;bruber;Brummen, Berkelder
41448055;bruelz;Brummen, Elzenbosweg
41448056;bruelz;Brummen, Elzenbosweg
41448057;brumic;Brummen, Michaelshoeve
41448058;brumic;Brummen, Michaelshoeve
41448061;brusta;Brummen, Station
41448062;brusta;Brummen, Station
41448066;bruhul;Brummen, De Hulsthoeve
41448067;bruhul;Brummen, De Hulsthoeve
41448069;eerdie;Eerbeek, Dierenseweg
41448072;bruple;Brummen, Plein Vijf
41448073;bruple;Brummen, Plein Vijf
41448074;brutui;Brummen, Tuinstraat
41448075;brutui;Brummen, Tuinstraat
41448077;brugem;Brummen, Gemeentehuis
41448078;brugem;Brummen, Gemeentehuis
41448079;brureu;Brummen, Reuvershoeve
41448080;brureu;Brummen, Reuvershoeve
41601071;apdggn;Apeldoorn, GGNet
41601073;apddro;Apeldoorn, Drostendijk
41601074;apddro;Apeldoorn, Drostendijk
41607001;teuwou;Teuge, Woudweg
41607002;teuwou;Teuge, Woudweg
41607003;teudwa;Teuge, De Wacht
41607004;teudwa;Teuge, De Wacht
41607013;teurss;Teuge, Rijksstraatweg
41607014;teurss;Teuge, Rijksstraatweg
41635003;klabro;Klarenbeek, Broekstraat
41635004;klabro;Klarenbeek, Broekstraat
41635011;klaels;Klarenbeek, Elsbosweg
41635012;klaels;Klarenbeek, Elsbosweg
41640170;zutsta;Zutphen, Station
41648003;zutijs;Zutphen, IJsselbrug
41648014;zutijs;Zutphen, IJsselbrug
41665001;klasta;Klarenbeek, Station
41668005;busthe;Bussloo, Thermen Bussloo
41670002;apdeco;Apeldoorn, Ecofactorij
41676030;apdijs;Apeldoorn, IJsseldijk
41676040;apdijs;Apeldoorn, IJsseldijk
41676057;apdeco;Apeldoorn, Ecofactorij
41676058;wilwil;Wilp, Wilp Achterhoek
41676059;wilwil;Wilp, Wilp Achterhoek
41706001;twesta;Twello, Station
41706002;twesta;Twello, Station
41706003;twegem;Twello, Gemeentehuis
41706004;twegem;Twello, Gemeentehuis
41706005;tweruy;Twello, M. de Ruyterstraat
41706006;tweruy;Twello, M. de Ruyterstraat
41706007;twephs;Twello, Piet Heinstraat
41706008;twephs;Twello, Piet Heinstraat
41706009;twetro;Twello, Troelstralaan
41706010;twetro;Twello, Troelstralaan
41706011;twebee;Twello, Beethovenlaan
41706012;twebee;Twello, Beethovenlaan
41706013;twesta;Twello, Station
41706014;twebac;Twello, Bachstraat
41706018;twemol;Twello, Molenstraat
41706020;tweors;Twello, Oude Rijksstraatweg
41706021;twelin;Twello, Lindelaan
41706022;twelin;Twello, Lindelaan
41706023;tweovm;Twello, Overmars
41706024;tweovm;Twello, Overmars
41706025;tweter;Twello, Terwoldseweg
41706026;tweter;Twello, Terwoldseweg
41706027;twesst;Twello, Stationsstraat
41706028;twesst;Twello, Stationsstraat
41706051;tweeng;Twello, Engelenburgstraat
41706052;tweeng;Twello, Engelenburgstraat
41706053;twemar;Twello, Martinushof
41706054;twemar;Twello, Martinushof
41710001;wilbeg;Wilp, Begraafplaats
41710002;wilbeg;Wilp, Begraafplaats
41710003;willat;Wilp, De Lathmer
41710004;willat;Wilp, De Lathmer
41710005;wilmol;Wilp, Molenallee
41710006;wilmol;Wilp, Molenallee
41710009;wilrog;Wilp, Roggencampweg
41710010;wilrog;Wilp, Roggencampweg
41716001;poswko;Posterenk, Wilper Korenmolen
41716002;poswko;Posterenk, Wilper Korenmolen
41718001;busbus;Bussloo, Bussloselaan
41718002;gtldni;Gietelo, De Nieuwenhof
41718022;busbus;Bussloo, Bussloselaan
41761001;vookla;Voorst, Klarenbeekseweg
41761002;vookla;Voorst, Klarenbeekseweg
41761003;vooenk;Voorst, Huize Enkstein
41761004;vooenk;Voorst, Huize Enkstein
41761005;voohdb;Voorst, Huize de Beele
41761006;voohdb;Voorst, Huize de Beele
41761007;voosta;Voorst, Station Voorst-Empe
41768001;gtldni;Gietelo, De Nieuwenhof
43470010;letlet;Lettele, Lettele
43470020;letlet;Lettele, Lettele
43470030;htnhei;Heeten, Heihoeve
43470035;htnhei;Heeten, Heihoeve
43470070;shrzan;Schalkhaar, Zandbelterbrug
43470080;shrzan;Schalkhaar, Zandbelterbrug
43470090;shrspi;Schalkhaar, Spikker
43470100;shrspi;Schalkhaar, Spikker
43470110;shrgdr;Schalkhaar, Garderegimentsweg
43470170;okbtha;Okkenbroek, ten Havesweg
43470180;okbtha;Okkenbroek, ten Havesweg
43470190;okbdgb;Okkenbroek, De Grote Brander
43470200;okbdgb;Okkenbroek, De Grote Brander
43479030;letdol;Lettele, Doldermansweg
43479040;letdol;Lettele, Doldermansweg
43480010;batdij;Bathmen, 't Dijkhuis
43480020;batdij;Bathmen, 't Dijkhuis
43480050;devban;Deventer, Bannink
43480060;devban;Deventer, Bannink
43480070;devpep;Deventer, Peppelerdijk
43480080;devpep;Deventer, Peppelerdijk
43480100;batenk;Bathmen, Enklaan
43480150;batgem;Bathmen, Gemeentewerken
43480160;batgem;Bathmen, Gemeentewerken
43480180;batoml;Bathmen, Oude Molen
43480190;batpol;Bathmen, Polakstraat
43480200;batpol;Bathmen, Polakstraat
43480210;batveg;Bathmen, Vegerinkskamp
43480220;batveg;Bathmen, Vegerinkskamp
43480230;batloo;Bathmen, Looweg Kuiperij
43480240;batloo;Bathmen, Looweg Kuiperij
43480250;batsch;Bathmen, Schipbeeksweg
43480260;batsch;Bathmen, Schipbeeksweg
43480270;batenk;Bathmen, Enklaan
43570010;htnzon;Heeten, Zonnenbergerdijk
43570030;htnbat;Heeten, Bathmenseweg
43570040;htnbat;Heeten, Bathmenseweg
43570050;htnmil;Heeten, Militair Complex
43570060;htnmil;Heeten, Militair Complex
43580010;batoml;Bathmen, Oude Molen
43580030;batwil;Bathmen, Wilmink
43580040;batwil;Bathmen, Wilmink
43580050;batjav;Bathmen, Java
43580060;batjav;Bathmen, Java
43580100;batwag;Bathmen, Wagenvoorde
43630530;brhdri;Bruinehaar, Driesprong
43640010;harhan;Hardenberg, Handelsstraat
43640020;harhan;Hardenberg, Handelsstraat
43640030;harwav;Hardenberg, Wavin
43640040;harwav;Hardenberg, Wavin
43640050;harzkh;Hardenberg, Ziekenhuis
43640060;harzkh;Hardenberg, Ziekenhuis
43640070;harsta;Hardenberg, Station
43640080;hareve;Hardenberg, Evenementenhal
43640085;harsta;Hardenberg, Station
43640110;grbhat;Gramsbergen, Hattemattestraat
43640120;grbhat;Gramsbergen, Hattemattestraat
43640130;grbwel;Gramsbergen, Welgelegen
43640140;grbwel;Gramsbergen, Welgelegen
43640150;harzkh;Hardenberg, Ziekenhuis
43640195;harcla;Hardenberg, Clara Feyoena Heem
43640210;harmet;Hardenberg, Meteoorlaan
43640211;harmet;Hardenberg, Meteoorlaan
43640230;harrhe;Hardenberg, Rheezerweg
43640240;harrhe;Hardenberg, Rheezerweg
43640250;hsvhaa;Heemserveen, Haarmolen
43640260;hsvhaa;Heemserveen, Haarmolen
43640310;hsvmid;Heemserveen, Middenweg
43640320;hsvmid;Heemserveen, Middenweg
43640330;hsvroe;Heemserveen, Roelofsmulderweg
43640340;hsvroe;Heemserveen, Roelofsmulderweg
43640350;hsvelf;Heemserveen, Elfde Wijk
43640360;hsvelf;Heemserveen, Elfde Wijk
43640370;hardnh;Hardenberg, De Nieuwe Haven
43640380;hardnh;Hardenberg, De Nieuwe Haven
43640390;harwat;Hardenberg, SBO De Oase
43640397;harcen;Hardenberg, Centrum
43640450;ebbmor;Ebbenbroek, Morgenroodweg
43640460;ebbmor;Ebbenbroek, Morgenroodweg
43640530;hargem;Hardenberg, Gemeentehuis
43640540;hargem;Hardenberg, Gemeentehuis
43640600;btvpkn;Bruchterveld, PKN Kerk
43640610;btvpkn;Bruchterveld, PKN Kerk
43640620;btvmhs;Bruchterveld, Meester Holtropstraat
43640630;btvmhs;Bruchterveld, Meester Holtropstraat
